sku,model_number,name,category,msrp,final_price,description,bullet_features,uri,release_date,in_stock
EAD65573101,MD07521833,LG Monitor USB Cable EAD65573101,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",23.09,23.0900,LG Monitor USB Cable - EAD65573101 - LG computer accessories are designed to take your electronics experience to the next level - Compatible with 27GN750-B - Black Plug - 1.8m,"[{""priority"": ""1"", ""bullet_feature"": ""USB 3.0""}, {""priority"": ""2"", ""bullet_feature"": ""Black""}, {""priority"": ""3"", ""bullet_feature"": ""1.8m""}]",https://lg.com/us/computer-accessories/lg-ead65573101-monitor-power-cable,2021-01-30T00:00:00+00:00,Y
COV36463801,MD07521834,LG Projector Remote Control COV36463801,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",18.89,18.8900,Control your LG projector from a distance with this convenient remote.,"[{""priority"": ""1"", ""bullet_feature"": ""LG Projector Remote Control COV36463801""}]",https://lg.com/us/tv-audio-video-accessories/lg-cov36463801-projector-remote-control,2021-01-30T00:00:00+00:00,Y
EAD63932605,MD07521835,LG Monitor Cable EAD63932605,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",56.69,56.6900,LG Monitor Cable - EAD63932605 - LG computer accessories are designed to take your electronics experience to the next level - Compatible with 27UK670-B - White Plug - 1.5m,"[{""priority"": ""1"", ""bullet_feature"": ""USB-C""}, {""priority"": ""2"", ""bullet_feature"": ""White""}, {""priority"": ""3"", ""bullet_feature"": ""1.5m""}]",https://lg.com/us/computer-accessories/lg-ead63932605-monitor-power-cable,2021-01-30T00:00:00+00:00,Y
EAD64025801,MD07521836,LG Laptop Cable EAD64025801,"[""b2c"", ""cables_and_adapters"", ""computing"", ""computing_accessories""]",56.69,56.6900,"LG Laptop Cable - HDMI to VGA - Compatible with Z350-SVC - LG accessories and power cable adapters deliver more efficiency, which means greater productivity for you","[{""priority"": ""1"", ""bullet_feature"": ""HDMI to VGA""}, {""priority"": ""2"", ""bullet_feature"": ""Black""}]",https://lg.com/us/computer-accessories/lg-ead64025801-laptop-power-adapter-cable,2021-01-30T00:00:00+00:00,Y
27MP60G-B,MD08000281,27 Inch FHD IPS Monitor with FreeSync™,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",129.99,129.9900,"LG 27'' FHD IPS Monitor with FreeSync™ - 27MP60G-B - Enjoy gaming, shows and movies in Full High Definition - 3-Side Virtually Borderless Design - Refresh Rate 75Hz","[{""priority"": ""1"", ""bullet_feature"": ""27\"" FHD (1920 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""3-Side Virtually Borderless Design""}, {""priority"": ""3"", ""bullet_feature"": ""1ms MBR Response Time""}, {""priority"": ""4"", ""bullet_feature"": ""AMD FreeSync™""}, {""priority"": ""5"", ""bullet_feature"": ""OnScreen Control""}, {""priority"": ""6"", ""bullet_feature"": ""Refresh Rate 75Hz""}]",https://lg.com/us/monitors/lg-27mp60g-b-gaming-monitor,2021-03-31T00:00:00+00:00,Y
27GP950-B,MD08000330,27 Inch UltraGear 4K UHD Nano IPS 1ms 144Hz HDR600 Monitor with G-SYNC® Compatibility,"[""b2c"", ""computing"", ""monitors"", ""ultragear""]",899.99,899.9900,LG 27'' UltraGear™ UHD Nano IPS 1ms 144Hz HDR600 Monitor w/ G-SYNC® Compatibility - 27GP950-B - #1 Gaming-designed monitor brand in the U.S. - AMD FreeSync™ Premium Pro,"[{""priority"": ""1"", ""bullet_feature"": ""27\"" UHD (3840 x 2160) Nano IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""IPS 1ms (GtG) 144Hz with VESA DSC Technology (O.C 160Hz)""}, {""priority"": ""3"", ""bullet_feature"": ""UHD 4K & VRR up to 120Hz with HDMI 2.1""}, {""priority"": ""4"", ""bullet_feature"": ""NVIDIA® G-SYNC® Compatible with AMD FreeSync™ Premium Pro""}, {""priority"": ""5"", ""bullet_feature"": ""DCI-P3 98% with VESA DisplayHDR 600""}, {""priority"": ""6"", ""bullet_feature"": ""4-Side Virtually Borderless Display""}]",https://lg.com/us/monitors/lg-27gp950-b-gaming-monitor,2021-04-07T00:00:00+00:00,Y
SLM5Y,MD08000411,LG SLM5Y 2.1 Channel 400W Sound Bar w/ DTS Virtual: X & High Resolution Audio,"[""audio"", ""b2c"", ""sound_bars""]",279.99,169.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""2.1 channel LG Soundbar""}, {""priority"": ""2"", ""bullet_feature"": ""DTS Virtual:X""}, {""priority"": ""3"", ""bullet_feature"": ""Wireless Rear Speaker-Ready""}, {""priority"": ""4"", ""bullet_feature"": ""High Resolution Audio (24bit/96Hz)""}, {""priority"": ""5"", ""bullet_feature"": ""Connect effortlessly with Bluetooth®""}, {""priority"": ""6"", ""bullet_feature"": ""40” and up TV Matching""}]",https://lg.com/us/soundbars/lg-slm5y-soundbar,2021-04-24T00:00:00+00:00,Y
34WP65C-B,MD08000462,34 Inch Curved UltraWide QHD 1440P HDR FreeSync™ Premium Monitor with 160Hz Refresh Rate,"[""b2c"", ""computing"", ""monitors"", ""ultrawide""]",399.99,399.9900,LG 34'' Curved UltraWide™ QHD HDR FreeSync™ Premium Monitor w/ 160Hz Refresh Rate - 34WP65C-B- #1 UltraWide™ monitor brand in the U.S. 4 years in a row - Adjustable Stand,"[{""priority"": ""1"", ""bullet_feature"": ""34” Curved UltraWide QHD (3440x1440) VA Display""}, {""priority"": ""2"", ""bullet_feature"": ""sRGB 99% Color Gamut with HDR10""}, {""priority"": ""3"", ""bullet_feature"": ""AMD FreeSync™ Premium and 160Hz Refresh Rate / 1ms MBR""}, {""priority"": ""4"", ""bullet_feature"": ""Stereo Speaker with Waves MaxxAudio""}, {""priority"": ""5"", ""bullet_feature"": ""3-Side Virtually Borderless Display""}, {""priority"": ""6"", ""bullet_feature"": ""Tilt/Height Adjustable Stand""}]",https://lg.com/us/monitors/lg-34wp65c-b-ultrawide-monitor,2021-04-30T00:00:00+00:00,Y
FS21GB,MD08000564,LG Gallery Stand,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",349.99,349.9900,Elevate your viewing experience with LG's stylish Gallery TV Stand.,"[{""priority"": ""1"", ""bullet_feature"": ""Stylish and sleek design complements room decor""}, {""priority"": ""2"", ""bullet_feature"": ""Discreet companion bracket holds devices and accessories""}, {""priority"": ""3"", ""bullet_feature"": ""Organize and hide cables for a premium look""}, {""priority"": ""4"", ""bullet_feature"": ""Adjustable 3-step height adjustment""}]",https://lg.com/us/tv-home-theater-accessories/lg-fs21gb-gallery-tv-stand,2021-05-30T00:00:00+00:00,Y
27MP400-B,MD08000880,27 Inch FHD IPS 3-Side Borderless Monitor with FreeSync™,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",179.99,129.9900,"Enjoy clear visuals with the LG 27"" FHD Monitor.","[{""priority"": ""1"", ""bullet_feature"": ""27\"" FHD (1920 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""3-Side Virtually Borderless Design""}, {""priority"": ""3"", ""bullet_feature"": ""AMD FreeSync™""}, {""priority"": ""4"", ""bullet_feature"": ""OnScreen Control""}, {""priority"": ""5"", ""bullet_feature"": ""Wall Mountable""}, {""priority"": ""6"", ""bullet_feature"": ""Refresh Rate 75Hz""}]",https://lg.com/us/monitors/lg-27mp400-b-fhd-monitor,2021-07-12T00:00:00+00:00,Y
WB21LGB,MD08001010,Slim Wall Mount for LG QNED TVs,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",69.99,69.9900,Save space and mount your TV with the LG Wall Mount.,"[{""priority"": ""1"", ""bullet_feature"": ""Slim Wall Mount for LG QNED MiniLED and select NANO TVs""}, {""priority"": ""2"", ""bullet_feature"": ""Compatible with the following 2024 TV's: 86/75 QNED90T Series""}]",https://lg.com/us/tv-home-theater-accessories/lg-wb21lgb-wall-mount,2021-07-30T00:00:00+00:00,Y
WB21LMC,MD08001020,Slim Wall Mount for LG TVs,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",69.99,69.9900,Easily mount your slim TV using LG's Wall Mount.,"[{""priority"": ""1"", ""bullet_feature"": ""Slim Wall Mount for LG QNED""}, {""priority"": ""2"", ""bullet_feature"": ""Compatible with the following 2024 TV's:  65 QNED90T Series""}]",https://lg.com/us/tv-home-theater-accessories/lg-wb21lmc-wall-mount,2021-07-30T00:00:00+00:00,Y
WB21LMB,MD08001021,Slim Wall Mount for LG TVs,"[""b2c"", ""tv_and_home_theater"", ""tv_and_home_theater_accessories""]",69.99,69.9900,Keep your TV secure and save space with LG's Wall Mount.,"[{""priority"": ""1"", ""bullet_feature"": ""Compatible with the following 2024 TV's: 65/55/50 QNED85T Series""}, {""priority"": ""2"", ""bullet_feature"": ""Compatible with the following 2024 TV's: 65/55/43 QNED80T Series""}, {""priority"": ""3"", ""bullet_feature"": ""Compatible with the following 2024 TV's: 65/55/50/43 UT80 Series""}]",https://lg.com/us/tv-home-theater-accessories/lg-wb21lmb-wall-mount,2021-07-30T00:00:00+00:00,Y
PF610P,MD08001360,LG PF610P Full HD LED Portable Smart Home Theater CineBeam Projector,"[""b2c"", ""projectors"", ""tv_and_home_theater""]",849.99,649.9900,Watch your favorite show anywhere with LG's PF610P Portable Projector.,"[{""priority"": ""1"", ""bullet_feature"": ""Color and contrast, detail and dimensions—get lost in unrivaled entertainment.""}, {""priority"": ""3"", ""bullet_feature"": ""PREMIUM CINEMA—FROM ALMOST ANYWHERE Watch where you want in picture-perfect quality.""}]",https://lg.com/us/projectors/lg-pf610p-portable-led-projector,2021-11-30T00:00:00+00:00,Y
24MP450-B,MD08001461,24 Inch FHD IPS 3-Side Virtually Borderless Design Monitor,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",129.99,129.9900,"Enjoy vivid visuals on the LG 24"" IPS Monitor with full HD resolution.","[{""priority"": ""1"", ""bullet_feature"": ""24\"" FHD (1920 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""3-Side Virtually Borderless Design""}, {""priority"": ""3"", ""bullet_feature"": ""AMD FreeSync™ with 5ms GtG""}, {""priority"": ""4"", ""bullet_feature"": ""Reader Mode & Flicker Safe""}, {""priority"": ""5"", ""bullet_feature"": ""Dynamic Action Sync® / Black Stabilizer® / Crosshair®""}, {""priority"": ""6"", ""bullet_feature"": ""OnScreen Control""}]",https://lg.com/us/monitors/lg-24mp450-b-ips-monitor,2021-10-30T00:00:00+00:00,Y
27EP950-B,MD08001463,27 Inch UltraFine 4K UHD Display OLED Pro Monitor,"[""b2c"", ""computing"", ""monitors"", ""ultrafine""]",2999.99,,"Experience stunning visuals on the LG 27"" 4K UHD OLED monitor.","[{""priority"": ""1"", ""bullet_feature"": ""27” UHD (3840 x 2160) OLED Display""}, {""priority"": ""2"", ""bullet_feature"": ""Adobe RBG 99% (Typ.) / DCI-P3 99% (Typ.)*""}, {""priority"": ""3"", ""bullet_feature"": ""VESA DisplayHDR™ 400 True Black""}, {""priority"": ""4"", ""bullet_feature"": ""1M : 1 Contrast Ratio""}, {""priority"": ""5"", ""bullet_feature"": ""USB Type-C™ with 90W Power Delivery and 1ms Response Time""}, {""priority"": ""6"", ""bullet_feature"": ""Tilt/Height/Pivot Adjustable Stand""}]",https://lg.com/us/monitors/lg-27ep950-oled-monitor,2021-10-30T00:00:00+00:00,Y
40WP95C-W,MD08001731,40 Inch Curved UltraWide® 5K2K Nano IPS Monitor with Thunderbolt™ 4 Connectivity,"[""b2c"", ""computing"", ""monitors"", ""ultrawide""]",1799.99,1399.9900,Be immersed in stunning visuals on the 40WP95C-W Ultrawide Monitor.,"[{""priority"": ""1"", ""bullet_feature"": ""40” 5K2K UltraWide™ display shows timelines, tools, and media all at once""}, {""priority"": ""2"", ""bullet_feature"": ""Nano IPS™ with HDR10 supports up to 98% DCI-P3 for vibrant, bright color""}, {""priority"": ""3"", ""bullet_feature"": ""Thunderbolt™ 4 and more ports for power, display, and fast data transfer""}, {""priority"": ""4"", ""bullet_feature"": ""Daisy chain via Thunderbolt™ lets you link two displays with one cable.""}, {""priority"": ""5"", ""bullet_feature"": ""Auto-adjusting brightness adapts to your lighting for all-day comfort""}, {""priority"": ""6"", ""bullet_feature"": ""Tool-free setup plus height, tilt, and swivel for your ideal position""}, {""priority"": ""7"", ""bullet_feature"": ""Enjoy tear-free visuals and built-in audio for casual gaming and more""}]",https://lg.com/us/monitors/lg-40wp95c-w-ultrawide-monitor,2022-02-28T00:00:00+00:00,Y
22MP410-B,MD08001830,22 Inch FHD Monitor with FreeSync™,"[""b2c"", ""b2c_fhd_monitors"", ""computing"", ""monitors""]",79.99,79.9900,"Enjoy clear images and vivid colors with LG's 22"" FHD monitor.","[{""priority"": ""1"", ""bullet_feature"": ""22” FHD (1920 x 1080) VA Display""}, {""priority"": ""2"", ""bullet_feature"": ""AMD FreeSync™""}, {""priority"": ""3"", ""bullet_feature"": ""Reader Mode & Flicker Safe""}, {""priority"": ""4"", ""bullet_feature"": ""Dynamic Action Sync®, Black Stabilizer® & Crosshair®""}, {""priority"": ""5"", ""bullet_feature"": ""OnScreen Control""}]",https://lg.com/us/monitors/lg-22mp410-b-fhd-monitor,2022-03-31T00:00:00+00:00,Y
HU715QW,MD08001861,LG CineBeam HU715QW 4K UHD Laser UST Projector,"[""b2c"", ""projectors"", ""tv_and_home_theater""]",2999.99,2999.9900,Elevate your home theatre experience with LG's 4K laser projector.,"[{""priority"": ""1"", ""bullet_feature"": ""4K UHD (3840 x 2160)""}, {""priority"": ""2"", ""bullet_feature"": ""0.22 Throw Ratio""}, {""priority"": ""3"", ""bullet_feature"": ""Adaptive Contrast (High / Medium / Low / Off)""}, {""priority"": ""4"", ""bullet_feature"": ""Up to 2500 ANSI Lumens""}, {""priority"": ""5"", ""bullet_feature"": ""Up to 20,000 hrs Light Source Life""}, {""priority"": ""6"", ""bullet_feature"": ""Woofer included""}]",https://lg.com/us/projectors/lg-hu715qw-4k-laser-projector,2022-03-31T00:00:00+00:00,Y
65QNED80UQA,MD08001977,LG 65 Inch Class QNED80 UQA series LED 4K UHD Smart webOS 22 w/ ThinQ AI TV,"[""b2c"", ""qned_tvs"", ""tv_and_home_theater"", ""tvs""]",899.99,849.9900,Experience incredible clarity with LG's 65-inch QNED 4K TV.,"[{""priority"": ""1"", ""bullet_feature"": ""a7 Gen5 AI Processor 4K""}, {""priority"": ""2"", ""bullet_feature"": ""Features LG’s unique wide color gamut technology""}, {""priority"": ""3"", ""bullet_feature"": ""Local Dimming""}, {""priority"": ""4"", ""bullet_feature"": ""120Hz Refresh Rate""}, {""priority"": ""5"", ""bullet_feature"": ""AMD FreeSync Premium, LG Game Optimizer, 2 x HDMI 2.1 Ports""}]",https://lg.com/us/tvs/lg-65qned80uqa-qned-4k-tv,2022-03-27T00:00:00+00:00,Y
32GP750-B,MD08002021,32 Inch UltraGear™ QHD 1440P IPS 1ms (GtG) Gaming Monitor with NVIDIA® G-SYNC® Compatibility,"[""b2c"", ""computing"", ""monitors"", ""ultragear""]",399.99,399.9900,"Experience and watch smooth gameplay with LG's 32"" gaming monitor.","[{""priority"": ""1"", ""bullet_feature"": ""32” QHD (2560 x 1440) Display""}, {""priority"": ""2"", ""bullet_feature"": ""IPS 1ms (GtG)""}, {""priority"": ""3"", ""bullet_feature"": ""165Hz Refresh Rate""}, {""priority"": ""4"", ""bullet_feature"": ""VESA DisplayHDR™ 400""}, {""priority"": ""5"", ""bullet_feature"": ""NVIDIA® G-SYNC® Compatible""}, {""priority"": ""6"", ""bullet_feature"": ""AMD FreeSync™ Premium""}]",https://lg.com/us/monitors/lg-32gp750-b-gaming-monitor,2022-04-30T00:00:00+00:00,Y
70UQ7590PUB,MD08002151,LG 70 Inch Class UQ7590 series LED 4K UHD Smart webOS 22 TV,"[""4k_uhd_tvs"", ""b2c"", ""tv_and_home_theater"", ""tvs""]",629.99,449.9900,"Enjoy stunning visuals and smart features with LG's 70"" 4K UHD TV.","[{""priority"": ""1"", ""bullet_feature"": ""α5 Gen 5 AI Processor 4K""}, {""priority"": ""2"", ""bullet_feature"": ""webOS 22""}, {""priority"": ""3"", ""bullet_feature"": ""Ultimate Streaming""}, {""priority"": ""4"", ""bullet_feature"": ""LG Channels""}, {""priority"": ""5"", ""bullet_feature"": ""Game Optimizer""}]",https://lg.com/us/tvs/lg-70uq7590pub-4k-uhd-tv,2022-04-10T00:00:00+00:00,Y
34WP50S-W,MD08002256,34 Inch UltraWide FHD HDR Monitor with FreeSync™,"[""b2c"", ""computing"", ""monitors"", ""ultrawide""]",299.99,299.9900,"LG 34"" UltraWide™ FHD HDR Monitor with FreeSync™ - 34WP500-B - Elevate your home office equipment - 3-Side Virtually Borderless Display - Refresh Rate 75Hz - HDR10","[{""priority"": ""1"", ""bullet_feature"": ""34\"" UltraWide FHD (2560 x 1080) IPS Display""}, {""priority"": ""2"", ""bullet_feature"": ""Up to sRGB 99% Color Gamut""}, {""priority"": ""3"", ""bullet_feature"": ""HDR10""}, {""priority"": ""4"", ""bullet_feature"": ""AMD FreeSync™""}, {""priority"": ""5"", ""bullet_feature"": ""3-Side Virtually Borderless Display""}, {""priority"": ""6"", ""bullet_feature"": ""Refresh Rate 75Hz""}]",https://lg.com/us/monitors/lg-34wp50s-w-ultrawide-monitor,2022-04-28T00:00:00+00:00,Y
P5,MD08002262,XBOOM Go P5 Portable Speaker,"[""audio"", ""b2c"", ""portable_bluetooth_speakers"", ""speakers""]",119.99,149.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Meridian Audio Technology""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 18-Hour Playback²""}, {""priority"": ""3"", ""bullet_feature"": ""Dual Passive Radiator (Dual Action Bass)""}, {""priority"": ""4"", ""bullet_feature"": ""IPX5 Splashproof³ ""}, {""priority"": ""5"", ""bullet_feature"": ""LED Lighting""}, {""priority"": ""6"", ""bullet_feature"": ""LG XBOOM App for Android/iOS""}]",https://lg.com/us/speakers/lg-p5-portable-speaker,2022-04-29T00:00:00+00:00,Y
WTP3,MD08002263,LG WOWCAST WTP3*,"[""audio"", ""b2c"", ""sound_bars""]",99.99,49.9900,Elevate your home entertainment with rich sound using LG's Sound Bar.,"[{""priority"": ""1"", ""bullet_feature"": ""Transmit Lossless Multi-channel Audio""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 12 ch of Uncompressed Sound""}, {""priority"": ""3"", ""bullet_feature"": ""Simple Setup with USB and HDMI Connection""}]",https://lg.com/us/soundbars/lg-wowcast-wtp3,2022-09-01T00:00:00+00:00,Y
P2,MD08002268,LG XBOOM Go P2 Portable Speaker (2-pack),"[""audio"", ""b2c"", ""portable_bluetooth_speakers"", ""speakers""]",49.99,69.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Convenient Clip for Bag or Backpack""}, {""priority"": ""2"", ""bullet_feature"": ""Up to 5-Hour Playback²""}, {""priority"": ""3"", ""bullet_feature"": ""IPX5 Splashproof³ ""}, {""priority"": ""4"", ""bullet_feature"": ""Voice Command Hotkey""}, {""priority"": ""5"", ""bullet_feature"": ""Wireless Party Link""}, {""priority"": ""6"", ""bullet_feature"": ""USB Type-C Charging""}]",https://lg.com/us/speakers/lg-p2-portable-speaker,2022-04-29T00:00:00+00:00,Y
P7,MD08002270,XBOOM Go P7 Portable Speaker,"[""audio"", ""b2c"", ""portable_bluetooth_speakers"", ""speakers""]",199.99,199.9900,,"[{""priority"": ""1"", ""bullet_feature"": ""Easy to Carry Grip/Handle""}, {""priority"": ""2"", ""bullet_feature"": ""Meridian Audio Technology""}, {""priority"": ""3"", ""bullet_feature"": ""DTS® Stereo Plus¹""}, {""priority"": ""4"", ""bullet_feature"": ""Up to 24-Hour Playback² ""}, {""priority"": ""5"", ""bullet_feature"": ""Dual Passive Radiator (Dual Action Bass)""}, {""priority"": ""6"", ""bullet_feature"": ""IPX5 Splashproof³""}]",https://lg.com/us/speakers/lg-p7-portable-speaker,2022-04-19T00:00:00+00:00,Y
